user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
798,155,1,2164.1,1,1,1,111,At Risk
799,107,1,199.8,2,1,1,211,At Risk
800,71,1,4341.6,3,1,2,312,Others
803,81,1,3296.0,3,1,1,311,Others
804,173,1,231396.0,1,1,5,115,At Risk
806,36,11,297623.5,4,5,5,455,Loyal
807,106,1,4857.3,2,1,2,212,At Risk
808,24,2,226742.59999999998,4,3,5,435,Potential Loyalist
810,13,8,177156.25,5,5,5,555,Champions
811,102,2,142777.05,2,3,5,235,At Risk
813,16,1,973.75,5,1,1,511,Potential Loyalist
814,16,1,2064.0,5,1,1,511,Potential Loyalist
815,101,3,6887.999999999999,2,4,2,242,Loyal
818,74,5,30187.85,3,5,4,354,Loyal
819,84,2,17904.0,3,3,3,333,Others
821,57,5,16468.7,3,5,3,353,Loyal
824,130,1,9054.0,1,1,2,112,At Risk
825,102,4,31627.9,2,5,4,254,Loyal
826,106,3,164048.4,2,4,5,245,Loyal
828,83,4,161062.3,3,5,5,355,Loyal
830,18,4,44677.4,5,5,4,554,Champions
831,46,2,1906.9499999999998,4,3,1,431,Potential Loyalist
832,104,1,2945.6,2,1,1,211,At Risk
833,117,2,22775.6,1,3,3,133,At Risk
837,29,2,3075.4,4,3,1,431,Potential Loyalist
838,158,1,14571.9,1,1,3,113,At Risk
839,74,3,6112.0,3,4,2,342,Loyal
840,150,1,1105.8,1,1,1,111,At Risk
843,22,1,2816.0,5,1,1,511,Potential Loyalist
844,72,6,25416.25,3,5,4,354,Loyal
846,26,3,22099.25,4,4,3,443,Loyal
847,104,2,45769.25,2,3,4,234,At Risk
848,76,3,46316.4,3,4,4,344,Loyal
851,97,1,2306.05,2,1,1,211,At Risk
852,11,2,71901.3,5,3,4,534,Potential Loyalist
857,55,4,304511.65,3,5,5,355,Loyal
858,96,1,37530.0,2,1,4,214,At Risk
859,18,3,260154.0,5,4,5,545,Champions
862,8,1,7805.7,5,1,2,512,Potential Loyalist
863,97,2,11670.75,2,3,3,233,At Risk
864,23,7,174681.65,4,5,5,455,Loyal
866,106,1,4473.55,2,1,2,212,At Risk
868,61,2,20369.0,3,3,3,333,Others
869,33,1,5432.8,4,1,2,412,Potential Loyalist
870,105,1,29350.5,2,1,4,214,At Risk
871,107,1,2766.4,2,1,1,211,At Risk
872,165,1,63012.6,1,1,4,114,At Risk
873,121,1,48663.0,1,1,4,114,At Risk
874,66,3,73075.7,3,4,4,344,Loyal
875,9,1,6532.0,5,1,2,512,Potential Loyalist
876,21,4,10707.7,5,5,3,553,Loyal
878,107,1,85825.35,2,1,5,215,At Risk
879,17,2,5216.45,5,3,2,532,Potential Loyalist
880,9,2,204141.69999999998,5,3,5,535,Potential Loyalist
881,138,1,2838.6,1,1,1,111,At Risk
882,4,1,1224.0,5,1,1,511,Potential Loyalist
883,131,1,1256.4,1,1,1,111,At Risk
884,3,3,19237.8,5,4,3,543,Loyal
888,43,2,9806.650000000001,4,3,2,432,Potential Loyalist
889,17,4,14128.9,5,5,3,553,Loyal
890,69,1,4104.0,3,1,2,312,Others
891,135,2,70882.2,1,3,4,134,At Risk
893,110,1,1589.6,1,1,1,111,At Risk
898,15,2,13189.9,5,3,3,533,Potential Loyalist
899,19,5,20192.9,5,5,3,553,Loyal
901,166,1,2393.6,1,1,1,111,At Risk
902,112,2,6365.95,1,3,2,132,At Risk
904,63,1,3699.3,3,1,2,312,Others
907,75,2,11252.75,3,3,3,333,Others
909,97,1,919.8,2,1,1,211,At Risk
911,41,1,572.8,4,1,1,411,Potential Loyalist
912,27,4,36513.05,4,5,4,454,Loyal
913,23,7,48466.05,4,5,4,454,Loyal
914,58,1,3933.0,3,1,2,312,Others
915,137,1,5596.8,1,1,2,112,At Risk
916,148,1,12581.7,1,1,3,113,At Risk
917,1,2,8456.5,5,3,2,532,Potential Loyalist
918,2,3,30808.2,5,4,4,544,Loyal
919,46,4,15223.75,4,5,3,453,Loyal
920,40,1,9879.2,4,1,2,412,Potential Loyalist
921,164,1,60020.2,1,1,4,114,At Risk
924,145,2,13926.95,1,3,3,133,At Risk
925,104,1,15080.0,2,1,3,213,At Risk
929,12,4,11379.699999999999,5,5,3,553,Loyal
931,10,3,60523.600000000006,5,4,4,544,Loyal
934,105,1,21971.6,2,1,3,213,At Risk
935,34,6,277368.85,4,5,5,455,Loyal
936,7,6,128299.6,5,5,5,555,Champions
938,71,3,13743.8,3,4,3,343,Loyal
939,167,1,4016.0,1,1,2,112,At Risk
941,17,8,134331.80000000002,5,5,5,555,Champions
942,59,1,3720.8,3,1,2,312,Others
944,74,2,30748.85,3,3,4,334,Others
945,103,1,16674.0,2,1,3,213,At Risk
946,62,4,32160.45,3,5,4,354,Loyal
947,127,1,3312.45,1,1,1,111,At Risk
948,67,1,14428.6,3,1,3,313,Others
949,122,3,130647.2,1,4,5,145,Loyal
950,87,1,9344.2,2,1,2,212,At Risk
951,43,3,143756.69999999998,4,4,5,445,Loyal
952,1,3,158750.6,5,4,5,545,Champions
953,41,1,237967.2,4,1,5,415,Potential Loyalist
955,15,2,11169.4,5,3,3,533,Potential Loyalist
956,115,2,3251.75,1,3,1,131,At Risk
957,140,1,1348.8,1,1,1,111,At Risk
958,80,2,24258.4,3,3,4,334,Others
959,106,2,94309.2,2,3,5,235,At Risk
961,23,1,736.1,4,1,1,411,Potential Loyalist
962,4,2,6647.099999999999,5,3,2,532,Potential Loyalist
964,66,1,630.0,3,1,1,311,Others
965,64,2,42316.0,3,3,4,334,Others
967,52,1,3451.35,3,1,1,311,Others
968,104,2,22162.800000000003,2,3,3,233,At Risk
969,104,2,8311.35,2,3,2,232,At Risk
970,9,2,73749.55,5,3,4,534,Potential Loyalist
972,34,4,20546.399999999998,4,5,3,453,Loyal
973,5,1,3063.2,5,1,1,511,Potential Loyalist
974,22,2,6138.4,5,3,2,532,Potential Loyalist
975,82,1,817.6,3,1,1,311,Others
976,2,8,207314.19999999998,5,5,5,555,Champions
977,85,1,7197.6,3,1,2,312,Others
978,3,2,3099.2,5,3,1,531,Potential Loyalist
979,66,5,194918.4,3,5,5,355,Loyal
980,107,2,6610.2,2,3,2,232,At Risk
981,119,1,37350.0,1,1,4,114,At Risk
982,102,3,135613.7,2,4,5,245,Loyal
983,113,3,10025.65,1,4,3,143,Loyal
984,53,4,12400.0,3,5,3,353,Loyal
985,10,4,87383.25,5,5,5,555,Champions
988,1,1,6454.9,5,1,2,512,Potential Loyalist
989,42,5,26045.85,4,5,4,454,Loyal
990,3,1,73099.2,5,1,4,514,Potential Loyalist
991,40,1,5742.0,4,1,2,412,Potential Loyalist
992,65,2,7727.65,3,3,2,332,Others
993,52,7,123302.55,3,5,5,355,Loyal
994,106,5,8981.0,2,5,2,252,Loyal
995,34,3,27030.1,4,4,4,444,Loyal
996,102,3,6180.7,2,4,2,242,Loyal
997,61,2,37524.9,3,3,4,334,Others
998,26,3,22002.0,4,4,3,443,Loyal
1002,7,3,24883.2,5,4,4,544,Loyal
1003,8,5,30101.35,5,5,4,554,Champions
1004,45,1,5714.55,4,1,2,412,Potential Loyalist
1005,105,1,33838.5,2,1,4,214,At Risk
1006,41,1,7236.0,4,1,2,412,Potential Loyalist
1007,79,1,1959.0,3,1,1,311,Others
1009,139,1,1532.8,1,1,1,111,At Risk
1010,49,2,13459.300000000001,4,3,3,433,Potential Loyalist
1012,28,4,30293.649999999998,4,5,4,454,Loyal
1013,138,1,4185.6,1,1,2,112,At Risk
1014,38,1,10216.3,4,1,3,413,Potential Loyalist
1015,128,1,11311.2,1,1,3,113,At Risk
1016,112,3,29625.8,1,4,4,144,Loyal
1017,98,2,13142.5,2,3,3,233,At Risk
1019,76,1,1325.7,3,1,1,311,Others
1020,68,1,71550.0,3,1,4,314,Others
1021,102,1,16507.2,2,1,3,213,At Risk
1022,86,2,15964.5,3,3,3,333,Others
1024,113,1,3629.5,1,1,1,111,At Risk
1026,29,3,4296.15,4,4,2,442,Loyal
1028,89,1,32143.2,2,1,4,214,At Risk
1029,100,1,2873.0,2,1,1,211,At Risk
1032,4,3,5257.0,5,4,2,542,Loyal
1033,15,9,142842.95,5,5,5,555,Champions
1034,55,4,50999.299999999996,3,5,4,354,Loyal
1035,74,3,11616.599999999999,3,4,3,343,Loyal
1037,87,2,95302.45,2,3,5,235,At Risk
1039,56,2,70550.7,3,3,4,334,Others
1040,69,1,9302.0,3,1,2,312,Others
1041,149,2,302977.8,1,3,5,135,At Risk
1042,57,1,1226.4,3,1,1,311,Others
1043,24,2,14168.8,4,3,3,433,Potential Loyalist
1045,51,1,223.0,3,1,1,311,Others
1046,51,3,13063.1,3,4,3,343,Loyal
1047,104,1,2340.0,2,1,1,211,At Risk
1048,19,6,67267.55,5,5,4,554,Champions
1050,33,2,9822.900000000001,4,3,2,432,Potential Loyalist
1051,105,4,16300.599999999999,2,5,3,253,Loyal
1053,60,6,53475.55,3,5,4,354,Loyal
1054,119,1,2912.7,1,1,1,111,At Risk
1056,29,2,11203.349999999999,4,3,3,433,Potential Loyalist
1057,50,1,22485.6,3,1,3,313,Others
1058,100,1,5596.2,2,1,2,212,At Risk
1059,133,1,2959.2,1,1,1,111,At Risk
1060,102,2,2158.5,2,3,1,231,At Risk
1061,60,2,9258.5,3,3,2,332,Others
1063,32,2,195660.5,4,3,5,435,Potential Loyalist
1064,84,1,29815.2,3,1,4,314,Others
1065,65,5,40050.85,3,5,4,354,Loyal
1066,152,1,4688.0,1,1,2,112,At Risk
1067,147,1,17454.4,1,1,3,113,At Risk
1069,19,3,79784.6,5,4,5,545,Champions
1070,106,3,79653.8,2,4,5,245,Loyal
1072,34,3,67583.8,4,4,4,444,Loyal
1073,18,3,3088.0,5,4,1,541,Loyal
1074,19,2,178360.35,5,3,5,535,Potential Loyalist
1076,25,3,7046.950000000001,4,4,2,442,Loyal
1078,136,2,2955.2,1,3,1,131,At Risk
1079,120,1,6612.0,1,1,2,112,At Risk
1080,6,4,45688.8,5,5,4,554,Champions
1081,30,1,1217.9,4,1,1,411,Potential Loyalist
1082,14,5,69647.8,5,5,4,554,Champions
1084,176,1,240.0,1,1,1,111,At Risk
1086,156,1,7658.0,1,1,2,112,At Risk
1087,25,2,9388.7,4,3,2,432,Potential Loyalist
1088,15,2,72528.3,5,3,4,534,Potential Loyalist
1089,41,2,62740.2,4,3,4,434,Potential Loyalist
1090,1,2,71026.4,5,3,4,534,Potential Loyalist
1092,25,2,26734.8,4,3,4,434,Potential Loyalist
1093,50,4,131942.25,3,5,5,355,Loyal
1094,4,2,35142.5,5,3,4,534,Potential Loyalist
1097,42,4,183702.9,4,5,5,455,Loyal
1098,70,2,19019.0,3,3,3,333,Others
1099,20,6,222374.55,5,5,5,555,Champions
1100,109,1,285798.0,1,1,5,115,At Risk
1103,146,1,8019.0,1,1,2,112,At Risk
1105,28,2,7318.0,4,3,2,432,Potential Loyalist
1106,57,4,251358.80000000002,3,5,5,355,Loyal
1107,106,2,6451.4,2,3,2,232,At Risk
1109,1,2,3510.9,5,3,1,531,Potential Loyalist
1110,118,1,5961.0,1,1,2,112,At Risk
1111,2,4,16151.9,5,5,3,553,Loyal
1112,102,1,1732.0,2,1,1,211,At Risk
1113,41,5,26292.2,4,5,4,454,Loyal
1114,93,2,63106.55,2,3,4,234,At Risk
1116,165,1,591.2,1,1,1,111,At Risk
1121,11,5,29596.4,5,5,4,554,Champions
1122,150,1,14223.0,1,1,3,113,At Risk
1123,84,1,616.8,3,1,1,311,Others
1124,69,1,27962.4,3,1,4,314,Others
1126,106,3,91461.95,2,4,5,245,Loyal
1127,29,2,93619.79999999999,4,3,5,435,Potential Loyalist
1129,150,1,9804.0,1,1,2,112,At Risk
1130,46,2,19845.35,4,3,3,433,Potential Loyalist
1132,78,3,234317.5,3,4,5,345,Loyal
1133,37,3,2544.25,4,4,1,441,Loyal
1134,28,1,162858.6,4,1,5,415,Potential Loyalist
1135,47,6,257673.6,4,5,5,455,Loyal
1138,31,1,55502.8,4,1,4,414,Potential Loyalist
1140,139,1,272.7,1,1,1,111,At Risk
1141,37,4,53702.0,4,5,4,454,Loyal
1142,180,1,4433.6,1,1,2,112,At Risk
1143,83,3,16852.35,3,4,3,343,Loyal
1145,31,1,1672.95,4,1,1,411,Potential Loyalist
1147,23,5,20906.8,4,5,3,453,Loyal
1148,24,3,16997.3,4,4,3,443,Loyal
1149,47,2,24700.35,4,3,4,434,Potential Loyalist
1150,79,2,79672.55,3,3,5,335,Others
1153,53,1,27962.4,3,1,4,314,Others
1154,3,4,464031.75,5,5,5,555,Champions
1155,1,3,39417.8,5,4,4,544,Loyal
1156,60,2,10757.35,3,3,3,333,Others
1157,105,2,4554.1,2,3,2,232,At Risk
1158,45,3,41510.799999999996,4,4,4,444,Loyal
1159,99,3,139540.9,2,4,5,245,Loyal
1164,103,1,3753.6,2,1,2,212,At Risk
1166,48,1,958.0,4,1,1,411,Potential Loyalist
1168,77,3,211216.55,3,4,5,345,Loyal
1169,122,1,4495.5,1,1,2,112,At Risk
1170,98,1,1423.2,2,1,1,211,At Risk
1172,52,3,14332.1,3,4,3,343,Loyal
1174,47,1,1807.2,4,1,1,411,Potential Loyalist
1175,164,1,114370.9,1,1,5,115,At Risk
1177,48,2,67707.55,4,3,4,434,Potential Loyalist
1179,103,2,30915.6,2,3,4,234,At Risk
1183,27,2,40890.8,4,3,4,434,Potential Loyalist
1184,9,1,22782.0,5,1,3,513,Potential Loyalist
1186,88,2,307499.25,2,3,5,235,At Risk
1187,40,3,223156.2,4,4,5,445,Loyal
1188,105,1,3536.0,2,1,1,211,At Risk
1189,90,2,6200.6,2,3,2,232,At Risk
1190,57,2,17159.600000000002,3,3,3,333,Others
1191,26,1,590.75,4,1,1,411,Potential Loyalist
1192,26,8,29767.45,4,5,4,454,Loyal
1193,103,3,17387.0,2,4,3,243,Loyal
1196,81,1,6879.0,3,1,2,312,Others
1197,49,1,2113.2,4,1,1,411,Potential Loyalist
1200,21,1,2636.8,5,1,1,511,Potential Loyalist
1201,49,1,10080.0,4,1,3,413,Potential Loyalist
1203,104,2,3901.6,2,3,2,232,At Risk
1204,23,3,15451.65,4,4,3,443,Loyal
1210,32,3,83058.6,4,4,5,445,Loyal
1211,62,3,17313.699999999997,3,4,3,343,Loyal
1212,49,1,6702.0,4,1,2,412,Potential Loyalist
1213,70,5,140561.55000000002,3,5,5,355,Loyal
1216,165,1,2167.0,1,1,1,111,At Risk
1217,30,1,4331.2,4,1,2,412,Potential Loyalist
1218,104,1,2332.4,2,1,1,211,At Risk
1223,27,3,22697.5,4,4,3,443,Loyal
1224,139,1,1605.5,1,1,1,111,At Risk
1225,80,2,1579.2,3,3,1,331,Others
1226,83,2,25274.25,3,3,4,334,Others
1227,63,2,180688.0,3,3,5,335,Others
1229,104,2,13915.8,2,3,3,233,At Risk
1230,104,1,241.6,2,1,1,211,At Risk
1231,2,3,7398.450000000001,5,4,2,542,Loyal
1233,60,4,35328.05,3,5,4,354,Loyal
1234,52,3,44304.3,3,4,4,344,Loyal
1236,129,2,9243.9,1,3,2,132,At Risk
1237,55,1,196970.4,3,1,5,315,Others
1238,104,1,6015.6,2,1,2,212,At Risk
1239,102,1,1212.1,2,1,1,211,At Risk
1240,158,1,928.8,1,1,1,111,At Risk
1241,119,1,1622.0,1,1,1,111,At Risk
1242,96,1,32395.2,2,1,4,214,At Risk
1246,122,1,3974.4,1,1,2,112,At Risk
1247,105,2,48862.7,2,3,4,234,At Risk
1248,29,2,5288.4,4,3,2,432,Potential Loyalist
1249,105,1,915.0,2,1,1,211,At Risk
1251,141,1,2493.0,1,1,1,111,At Risk
1252,81,1,6126.0,3,1,2,312,Others
1254,104,3,10704.300000000001,2,4,3,243,Loyal
1257,103,2,15701.199999999999,2,3,3,233,At Risk
1258,38,3,23421.8,4,4,4,444,Loyal
1259,112,3,17794.5,1,4,3,143,Loyal
1260,94,2,16388.1,2,3,3,233,At Risk
1262,7,2,6828.099999999999,5,3,2,532,Potential Loyalist
1263,94,2,170884.15,2,3,5,235,At Risk
1264,10,6,146778.0,5,5,5,555,Champions
1266,86,1,6969.6,3,1,2,312,Others
1267,112,1,192261.0,1,1,5,115,At Risk
1268,15,3,80483.6,5,4,5,545,Champions
1271,102,3,20042.0,2,4,3,243,Loyal
1272,157,1,533.0,1,1,1,111,At Risk
1273,62,1,872.0,3,1,1,311,Others
1274,172,1,37350.0,1,1,4,114,At Risk
1277,104,2,31756.7,2,3,4,234,At Risk
1278,1,5,291414.2,5,5,5,555,Champions
1279,106,1,11541.6,2,1,3,213,At Risk
1282,159,1,2252.8,1,1,1,111,At Risk
1283,5,3,4122.15,5,4,2,542,Loyal
1284,91,2,7192.7,2,3,2,232,At Risk
1285,2,6,153574.2,5,5,5,555,Champions
1287,106,1,238.45,2,1,1,211,At Risk
1288,107,1,425.0,2,1,1,211,At Risk
1290,12,3,168007.7,5,4,5,545,Champions
1294,23,3,9998.75,4,4,3,443,Loyal
1296,46,4,37833.5,4,5,4,454,Loyal
1299,80,3,15461.6,3,4,3,343,Loyal
1304,104,1,12262.95,2,1,3,213,At Risk
1305,76,1,178.4,3,1,1,311,Others
1307,148,2,269194.7,1,3,5,135,At Risk
1309,7,9,59905.25,5,5,4,554,Champions
1310,31,1,3244.0,4,1,1,411,Potential Loyalist
1311,11,7,87090.8,5,5,5,555,Champions
1313,46,3,120446.95,4,4,5,445,Loyal
1316,105,1,32728.45,2,1,4,214,At Risk
1318,164,1,1054.0,1,1,1,111,At Risk
1319,52,2,8314.2,3,3,2,332,Others
1321,32,2,8014.9,4,3,2,432,Potential Loyalist
1322,175,1,2266.2,1,1,1,111,At Risk
1323,30,1,87092.7,4,1,5,415,Potential Loyalist
1325,30,1,1601.1,4,1,1,411,Potential Loyalist
1326,91,4,99680.05,2,5,5,255,Loyal
1328,8,2,5976.0,5,3,2,532,Potential Loyalist
1329,32,1,652.5,4,1,1,411,Potential Loyalist
1330,166,1,25318.1,1,1,4,114,At Risk
1331,34,1,1782.4,4,1,1,411,Potential Loyalist
1332,31,1,2304.8,4,1,1,411,Potential Loyalist
1336,174,1,1002.6,1,1,1,111,At Risk
1337,11,5,109775.4,5,5,5,555,Champions
1338,42,1,23244.6,4,1,4,414,Potential Loyalist
1339,77,2,7168.45,3,3,2,332,Others
1340,106,1,585.65,2,1,1,211,At Risk
1341,35,1,5654.4,4,1,2,412,Potential Loyalist
1342,25,4,307981.1,4,5,5,455,Loyal
1343,16,1,1178.4,5,1,1,511,Potential Loyalist
1345,79,1,15324.45,3,1,3,313,Others
1346,22,10,199712.9,5,5,5,555,Champions
1347,8,5,47404.7,5,5,4,554,Champions
1348,126,1,195108.0,1,1,5,115,At Risk
1350,105,2,7505.7,2,3,2,232,At Risk
1351,43,5,50396.8,4,5,4,454,Loyal
1353,38,3,7077.2,4,4,2,442,Loyal
1354,67,5,32645.05,3,5,4,354,Loyal
1355,34,2,30558.2,4,3,4,434,Potential Loyalist
1356,101,1,24745.5,2,1,4,214,At Risk
1357,105,1,2424.2,2,1,1,211,At Risk
1358,21,1,552.9,5,1,1,511,Potential Loyalist
1361,48,3,45123.05,4,4,4,444,Loyal
1362,105,2,194645.55,2,3,5,235,At Risk
1364,25,2,3461.55,4,3,1,431,Potential Loyalist
1369,120,1,115356.6,1,1,5,115,At Risk
1370,63,3,13071.1,3,4,3,343,Loyal
1373,105,3,138933.8,2,4,5,245,Loyal
1375,28,4,21461.3,4,5,3,453,Loyal
1376,94,4,18315.8,2,5,3,253,Loyal
1377,56,2,8740.099999999999,3,3,2,332,Others
1378,105,2,12454.2,2,3,3,233,At Risk
1382,5,2,19016.6,5,3,3,533,Potential Loyalist
1384,80,1,1924.8,3,1,1,311,Others
1385,18,2,9577.5,5,3,2,532,Potential Loyalist
1386,42,1,3677.4,4,1,1,411,Potential Loyalist
1387,55,3,19281.15,3,4,3,343,Loyal
1388,68,1,758.0,3,1,1,311,Others
1390,107,1,2970.0,2,1,1,211,At Risk
1392,44,1,11237.85,4,1,3,413,Potential Loyalist
1393,10,3,46297.649999999994,5,4,4,544,Loyal
1394,15,2,13541.7,5,3,3,533,Potential Loyalist
1395,83,1,1499.4,3,1,1,311,Others
1396,33,2,6678.0,4,3,2,432,Potential Loyalist
1397,21,1,12902.9,5,1,3,513,Potential Loyalist
1398,36,2,13877.6,4,3,3,433,Potential Loyalist
1399,126,1,5900.8,1,1,2,112,At Risk
1400,1,2,6080.0,5,3,2,532,Potential Loyalist
1401,36,3,6437.8,4,4,2,442,Loyal
1402,11,2,230067.8,5,3,5,535,Potential Loyalist
1403,76,1,2840.4,3,1,1,311,Others
1407,141,1,14693.1,1,1,3,113,At Risk
1409,158,1,3564.8,1,1,1,111,At Risk
1410,63,2,9192.6,3,3,2,332,Others
1411,103,2,9538.7,2,3,2,232,At Risk
1412,10,4,8790.2,5,5,2,552,Loyal
1413,1,2,114447.8,5,3,5,535,Potential Loyalist
1414,160,1,12262.4,1,1,3,113,At Risk
1415,109,2,18050.0,1,3,3,133,At Risk
1416,61,2,16121.0,3,3,3,333,Others
1418,71,2,4721.1,3,3,2,332,Others
1420,162,1,27817.95,1,1,4,114,At Risk
1421,98,2,1978.6,2,3,1,231,At Risk
1423,14,3,185315.1,5,4,5,545,Champions
1424,13,4,115694.65,5,5,5,555,Champions
1425,87,1,3556.8,2,1,1,211,At Risk
1428,23,2,7563.6,4,3,2,432,Potential Loyalist
1429,115,1,2757.0,1,1,1,111,At Risk
1431,8,1,1022.2,5,1,1,511,Potential Loyalist
1432,3,6,169749.85,5,5,5,555,Champions
1433,92,1,2816.0,2,1,1,211,At Risk
1434,24,1,144763.2,4,1,5,415,Potential Loyalist
1435,36,1,204.0,4,1,1,411,Potential Loyalist
1436,103,1,1505.75,2,1,1,211,At Risk
1437,54,3,9621.8,3,4,2,342,Loyal
1438,24,3,189360.0,4,4,5,445,Loyal
1439,15,10,258794.9,5,5,5,555,Champions
1440,30,1,18865.8,4,1,3,413,Potential Loyalist
1441,30,1,11461.5,4,1,3,413,Potential Loyalist
1444,6,2,2822.6,5,3,1,531,Potential Loyalist
1447,85,1,3330.0,3,1,1,311,Others
1448,125,2,1794.0,1,3,1,131,At Risk
1449,110,1,2119.5,1,1,1,111,At Risk
1451,100,2,16882.399999999998,2,3,3,233,At Risk
1452,9,3,9466.2,5,4,2,542,Loyal
1453,152,1,8024.0,1,1,2,112,At Risk
1454,74,2,157525.2,3,3,5,335,Others
1455,20,1,1683.2,5,1,1,511,Potential Loyalist
1456,102,1,3611.9,2,1,1,211,At Risk
1457,6,2,12659.0,5,3,3,533,Potential Loyalist
1458,43,3,11157.4,4,4,3,443,Loyal
1463,53,4,60190.7,3,5,4,354,Loyal
1465,103,4,29181.4,2,5,4,254,Loyal
1467,104,1,12418.5,2,1,3,213,At Risk
1469,22,5,17901.0,5,5,3,553,Loyal
1470,20,1,5160.0,5,1,2,512,Potential Loyalist
1471,73,2,16313.699999999999,3,3,3,333,Others
1472,71,2,5073.2,3,3,2,332,Others
1473,173,1,3777.0,1,1,2,112,At Risk
1478,22,2,133066.75,5,3,5,535,Potential Loyalist
1480,9,1,100971.0,5,1,5,515,Potential Loyalist
1481,167,2,9909.550000000001,1,3,3,133,At Risk
1482,102,1,8538.6,2,1,2,212,At Risk
1484,64,1,175272.0,3,1,5,315,Others
1485,172,1,10340.25,1,1,3,113,At Risk
1486,59,3,7652.4,3,4,2,342,Loyal
1487,7,2,19993.4,5,3,3,533,Potential Loyalist
1489,77,2,49909.4,3,3,4,334,Others
1491,25,6,187239.05,4,5,5,455,Loyal
1493,119,1,704.0,1,1,1,111,At Risk
1494,3,1,4788.0,5,1,2,512,Potential Loyalist
1495,102,1,4768.8,2,1,2,212,At Risk
1496,8,2,16216.4,5,3,3,533,Potential Loyalist
1497,19,2,5275.2,5,3,2,532,Potential Loyalist
1498,43,4,39397.25,4,5,4,454,Loyal
1499,86,1,3485.0,3,1,1,311,Others
1502,95,1,5200.8,2,1,2,212,At Risk
1503,65,4,18718.15,3,5,3,353,Loyal
1504,7,4,27972.5,5,5,4,554,Champions
1505,104,1,794.2,2,1,1,211,At Risk
1506,153,1,2801.6,1,1,1,111,At Risk
1507,22,3,9416.7,5,4,2,542,Loyal
1508,43,1,2104.6,4,1,1,411,Potential Loyalist
1509,124,2,6956.1,1,3,2,132,At Risk
1510,59,4,19130.35,3,5,3,353,Loyal
1513,126,1,274122.0,1,1,5,115,At Risk
1515,161,1,31187.55,1,1,4,114,At Risk
1516,15,5,109928.7,5,5,5,555,Champions
1517,11,3,44195.45,5,4,4,544,Loyal
1518,160,1,37530.0,1,1,4,114,At Risk
1520,49,2,232973.1,4,3,5,435,Potential Loyalist
1521,131,1,6877.05,1,1,2,112,At Risk
1523,72,1,2999.0,3,1,1,311,Others
1524,13,2,170305.95,5,3,5,535,Potential Loyalist
1525,126,1,1767.0,1,1,1,111,At Risk
1526,81,2,58940.05,3,3,4,334,Others
1527,57,3,5358.749999999999,3,4,2,342,Loyal
1528,105,1,29070.9,2,1,4,214,At Risk
1529,1,4,3561.6,5,5,1,551,Loyal
1530,102,1,5076.8,2,1,2,212,At Risk
1532,105,1,12788.25,2,1,3,213,At Risk
1534,90,1,1275.0,2,1,1,211,At Risk
1535,69,4,13898.8,3,5,3,353,Loyal
1536,72,4,232933.55,3,5,5,355,Loyal
1537,58,3,153310.30000000002,3,4,5,345,Loyal
1539,27,1,5013.9,4,1,2,412,Potential Loyalist
1540,85,1,11990.9,3,1,3,313,Others
1541,54,3,15095.849999999999,3,4,3,343,Loyal
1542,141,3,183610.5,1,4,5,145,Loyal
1546,57,3,8284.2,3,4,2,342,Loyal
1547,92,1,7353.0,2,1,2,212,At Risk
1548,58,1,968.4,3,1,1,311,Others
1549,104,3,12430.1,2,4,3,243,Loyal
1550,127,1,259814.55,1,1,5,115,At Risk
1552,4,2,252841.69999999998,5,3,5,535,Potential Loyalist
1553,13,1,3055.2,5,1,1,511,Potential Loyalist
1554,5,3,9909.7,5,4,3,543,Loyal
1555,156,1,7557.0,1,1,2,112,At Risk
1556,98,1,15779.4,2,1,3,213,At Risk
1557,38,2,9987.2,4,3,3,433,Potential Loyalist
1558,102,2,6604.9,2,3,2,232,At Risk
1560,14,12,539459.3,5,5,5,555,Champions
1561,86,2,21641.85,3,3,3,333,Others
1562,102,2,33282.9,2,3,4,234,At Risk
1563,19,2,7789.7,5,3,2,532,Potential Loyalist
1564,20,5,16181.45,5,5,3,553,Loyal
1566,103,2,10503.2,2,3,3,233,At Risk
1567,59,1,121948.65,3,1,5,315,Others
1571,107,1,15424.0,2,1,3,213,At Risk
1574,8,5,40797.8,5,5,4,554,Champions
1575,174,1,787.5,1,1,1,111,At Risk
1576,49,3,11048.15,4,4,3,443,Loyal
1577,65,2,23524.949999999997,3,3,4,334,Others
1578,9,1,4301.6,5,1,2,512,Potential Loyalist
1579,176,1,183.6,1,1,1,111,At Risk
1580,117,2,30278.4,1,3,4,134,At Risk
1582,25,6,169710.35,4,5,5,455,Loyal
1583,117,1,2800.0,1,1,1,111,At Risk
1584,102,3,41010.3,2,4,4,244,Loyal
1585,53,1,5424.7,3,1,2,312,Others
1586,107,1,11572.8,2,1,3,213,At Risk
1588,66,6,322749.1,3,5,5,355,Loyal
1589,105,2,207732.30000000002,2,3,5,235,At Risk
1591,107,2,1297.4,2,3,1,231,At Risk
1592,21,1,14258.0,5,1,3,513,Potential Loyalist
1594,88,1,551.2,2,1,1,211,At Risk
1595,29,2,7418.8,4,3,2,432,Potential Loyalist
1596,97,3,11370.5,2,4,3,243,Loyal
1598,75,4,110034.59999999999,3,5,5,355,Loyal
1599,47,1,1517.4,4,1,1,411,Potential Loyalist
