order_id,user_id,session_id,product_id,quantity,unit_price,discount_pct,revenue,order_timestamp,order_bucket
1408,863,8435,316,3,223,5,635.55,2025-03-24 23:40:14,0-1K
1409,864,8438,158,3,4652,5,13258.2,2025-04-09 02:27:50,10K-50K
1410,864,8441,455,2,69569,20,111310.4,2025-03-18 22:25:03,50K+
1411,864,8445,382,1,12427,10,11184.3,2025-03-22 17:06:48,10K-50K
1412,864,8449,64,3,2451,10,6617.7,2025-03-20 11:34:19,5K-10K
1413,864,8450,375,1,5377,10,4839.3,2025-06-07 02:59:17,1K-5K
1414,864,8451,234,2,906,10,1630.8,2025-06-01 21:11:44,1K-5K
1415,864,8453,246,3,9067,5,25840.95,2025-03-17 16:53:49,10K-50K
1416,866,8460,226,1,4709,5,4473.55,2025-03-16 18:39:04,1K-5K
1417,868,8477,206,1,6976,0,6976.0,2025-04-30 06:58:49,5K-10K
1418,868,8479,357,1,13393,0,13393.0,2025-03-05 21:49:00,10K-50K
1419,869,8480,386,1,6791,20,5432.8,2025-05-28 13:38:05,5K-10K
1420,870,8490,161,3,11510,15,29350.5,2025-03-17 20:28:26,10K-50K
1421,871,8499,69,2,1729,20,2766.4,2025-03-15 12:55:18,1K-5K
1422,872,8505,75,2,35007,10,63012.6,2025-01-16 13:22:25,50K+
1423,873,8514,280,3,16221,0,48663.0,2025-03-01 19:18:42,10K-50K
1424,874,8515,65,1,4822,15,4098.7,2025-02-03 07:57:36,1K-5K
1425,874,8517,433,1,47823,0,47823.0,2025-02-10 01:18:16,10K-50K
1426,874,8518,40,2,10577,0,21154.0,2025-04-25 20:01:46,10K-50K
1427,875,8520,42,2,3266,0,6532.0,2025-06-21 17:08:58,5K-10K
1428,876,8526,371,1,1484,20,1187.2,2025-03-15 20:47:55,1K-5K
1429,876,8528,182,1,716,10,644.4,2025-06-09 03:21:29,0-1K
1430,876,8531,46,3,820,0,2460.0,2025-02-22 17:38:25,1K-5K
1431,876,8539,183,1,7129,10,6416.1,2025-04-15 14:59:18,5K-10K
1432,878,8551,6,3,33657,15,85825.35,2025-03-15 06:36:41,50K+
1433,879,8564,482,2,929,5,1765.1,2025-06-13 14:10:42,1K-5K
1434,879,8566,409,1,3633,5,3451.35,2025-05-09 06:21:46,1K-5K
1435,880,8574,383,1,2413,15,2051.05,2025-06-21 18:28:02,1K-5K
1436,880,8579,105,3,70909,5,202090.65,2025-06-06 05:12:00,50K+
1437,881,8583,429,1,2988,5,2838.6,2025-02-12 09:38:38,1K-5K
1438,882,8596,107,3,480,15,1224.0,2025-06-26 14:32:57,1K-5K
1439,883,8605,190,1,1396,10,1256.4,2025-02-19 16:27:02,1K-5K
1440,884,8624,421,2,3440,0,6880.0,2025-04-13 17:09:27,5K-10K
1441,884,8627,150,2,1950,20,3120.0,2025-06-26 23:24:53,1K-5K
1442,884,8629,397,2,5434,15,9237.8,2025-01-27 04:44:24,5K-10K
1443,888,8647,15,1,5333,15,4533.05,2025-04-18 23:10:20,1K-5K
1444,888,8648,442,2,3296,20,5273.6,2025-05-18 21:27:41,5K-10K
1445,889,8651,201,2,911,20,1457.6,2025-01-03 09:42:24,1K-5K
1446,889,8658,235,2,1457,5,2768.3,2025-03-20 03:42:22,1K-5K
1447,889,8661,259,2,695,10,1251.0,2025-06-13 03:09:17,1K-5K
1448,889,8662,180,3,3605,20,8652.0,2025-05-26 01:22:51,5K-10K
1449,890,8668,251,3,1710,20,4104.0,2025-04-22 15:26:25,1K-5K
1450,891,8677,472,3,3063,10,8270.1,2025-01-03 05:02:01,5K-10K
1451,891,8681,455,1,69569,10,62612.1,2025-02-15 01:53:55,50K+
1452,893,8692,167,1,1987,20,1589.6,2025-03-12 18:45:10,1K-5K
1453,898,8708,340,3,2496,0,7488.0,2025-06-15 03:20:08,5K-10K
1454,898,8710,469,2,3001,5,5701.9,2025-03-18 15:18:44,5K-10K
1455,899,8711,358,1,3921,20,3136.8,2025-04-07 09:09:15,1K-5K
1456,899,8712,7,3,2128,20,5107.2,2025-03-09 21:27:41,5K-10K
1457,899,8713,43,3,286,10,772.2,2025-03-18 02:53:26,0-1K
1458,899,8716,160,2,2137,0,4274.0,2025-06-11 19:42:54,1K-5K
1459,899,8731,409,2,3633,5,6902.7,2025-01-02 00:06:13,5K-10K
1460,901,8743,50,1,2992,20,2393.6,2025-01-15 06:04:47,1K-5K
1461,902,8744,315,1,725,20,580.0,2025-03-10 17:56:38,0-1K
1462,902,8745,213,3,2269,15,5785.95,2025-03-08 20:42:21,5K-10K
1463,904,8751,207,2,1947,5,3699.3,2025-04-27 22:55:58,1K-5K
1464,907,8769,139,3,2459,5,7008.15,2025-02-24 02:57:45,5K-10K
1465,907,8772,465,2,2234,5,4244.6,2025-04-15 22:58:58,1K-5K
1466,909,8785,256,2,511,10,919.8,2025-03-25 21:21:04,0-1K
1467,911,8790,182,1,716,20,572.8,2025-05-19 23:15:58,0-1K
1468,912,8807,50,1,2992,20,2393.6,2025-03-16 20:03:41,1K-5K
1469,912,8812,453,3,7689,5,21913.65,2025-06-03 09:34:55,10K-50K
1470,912,8821,47,1,5181,10,4662.9,2025-01-26 16:35:59,1K-5K
1471,912,8825,85,3,2958,15,7542.9,2025-03-12 13:14:32,5K-10K
1472,913,8831,99,2,5673,15,9644.1,2025-03-18 16:33:06,5K-10K
1473,913,8832,400,1,1377,5,1308.15,2025-06-07 19:05:04,1K-5K
1474,913,8835,100,3,6284,0,18852.0,2025-03-15 04:54:51,10K-50K
1475,913,8842,158,3,4652,20,11164.8,2025-01-06 14:23:08,10K-50K
1476,913,8845,363,3,424,5,1208.4,2025-03-31 08:09:55,1K-5K
1477,913,8850,343,1,5637,20,4509.6,2025-03-20 17:35:27,1K-5K
1478,913,8852,410,3,593,0,1779.0,2025-02-27 08:13:31,1K-5K
1479,914,8854,350,3,1380,5,3933.0,2025-05-03 08:53:18,1K-5K
1480,915,8858,98,2,3498,20,5596.8,2025-02-13 17:14:08,5K-10K
1481,916,8868,237,2,7401,15,12581.7,2025-02-02 14:28:48,10K-50K
1482,917,8872,370,2,2296,5,4362.4,2025-03-20 13:32:28,1K-5K
1483,917,8879,197,1,4549,10,4094.1,2025-06-28 22:40:55,1K-5K
1484,918,8890,218,1,1076,0,1076.0,2025-02-04 19:24:40,1K-5K
1485,918,8899,467,3,11564,15,29488.2,2025-06-28 05:49:36,10K-50K
1486,918,8900,297,1,305,20,244.0,2025-01-11 13:40:03,0-1K
1487,919,8902,395,2,957,15,1626.9,2025-03-20 02:53:45,1K-5K
1488,919,8914,64,1,2451,5,2328.45,2025-04-17 05:00:42,1K-5K
1489,919,8918,358,3,3921,20,9410.4,2025-05-15 18:42:19,5K-10K
1490,919,8926,482,2,929,0,1858.0,2025-02-12 03:29:21,1K-5K
1491,920,8940,394,1,12349,20,9879.2,2025-05-20 23:55:23,5K-10K
1492,921,8952,54,1,70612,15,60020.2,2025-01-17 08:06:37,50K+
1493,924,8961,404,1,12355,5,11737.25,2025-02-05 19:02:16,10K-50K
1494,924,8966,260,3,811,10,2189.7,2025-01-15 15:37:59,1K-5K
1495,925,8979,243,2,7540,0,15080.0,2025-03-18 08:05:19,10K-50K
1496,929,9005,261,1,1454,5,1381.3,2025-05-01 10:32:10,1K-5K
1497,929,9006,182,3,716,5,2040.6,2025-06-08 01:03:38,1K-5K
1498,929,9007,13,3,2519,0,7557.0,2025-06-18 07:38:26,5K-10K
1499,929,9009,492,1,501,20,400.8,2025-02-10 07:17:01,0-1K
1500,931,9018,17,3,15328,5,43684.8,2025-01-04 04:01:18,10K-50K
1501,931,9021,411,1,1472,10,1324.8,2025-06-20 01:04:19,1K-5K
1502,931,9027,72,2,7757,0,15514.0,2025-05-04 16:37:06,10K-50K
1503,934,9037,467,2,11564,5,21971.6,2025-03-17 08:01:05,10K-50K
1504,935,9050,407,1,1259,10,1133.1,2025-04-16 04:02:28,1K-5K
1505,935,9056,454,1,10943,15,9301.55,2025-03-15 12:31:12,5K-10K
1506,935,9060,167,2,1987,20,3179.2,2025-03-06 04:34:18,1K-5K
1507,935,9063,64,3,2451,10,6617.7,2025-05-26 22:53:54,5K-10K
1508,935,9065,92,3,77132,20,185116.8,2025-01-20 09:35:18,50K+
1509,935,9068,493,1,84730,15,72020.5,2025-01-02 08:03:16,50K+
1510,936,9075,269,1,1090,0,1090.0,2025-06-23 04:07:21,1K-5K
1511,936,9084,469,2,3001,15,5101.7,2025-03-15 07:30:24,5K-10K
1512,936,9085,5,2,9165,15,15580.5,2025-03-19 09:58:58,10K-50K
1513,936,9089,3,3,1339,10,3615.3,2025-03-20 10:52:31,1K-5K
1514,936,9100,376,2,44132,10,79437.6,2025-04-05 13:34:55,50K+
1515,936,9101,404,2,12355,5,23474.5,2025-03-17 10:18:59,10K-50K
1516,938,9115,435,2,4918,15,8360.6,2025-03-18 00:21:12,5K-10K
1517,938,9119,169,2,1857,20,2971.2,2025-01-28 04:08:44,1K-5K
1518,938,9123,459,1,2412,0,2412.0,2025-04-20 10:19:45,1K-5K
1519,939,9129,53,1,4016,0,4016.0,2025-01-13 22:55:31,1K-5K
1520,941,9135,471,2,914,15,1553.8,2025-06-12 22:37:59,1K-5K
1521,941,9138,126,2,232,0,464.0,2025-04-10 20:55:53,0-1K
1522,941,9141,241,1,5558,0,5558.0,2025-02-02 16:32:10,5K-10K
1523,941,9155,84,3,7376,20,17702.4,2025-03-19 02:38:24,10K-50K
1524,941,9156,357,2,13393,10,24107.4,2025-02-27 06:27:31,10K-50K
1525,941,9159,476,2,2771,0,5542.0,2025-04-20 08:30:54,5K-10K
1526,941,9160,393,2,39737,10,71526.6,2025-05-01 22:49:20,50K+
1527,941,9161,336,1,9847,20,7877.6,2025-06-12 08:00:58,5K-10K
1528,942,9171,204,1,4651,20,3720.8,2025-05-02 21:20:42,1K-5K
1529,944,9190,276,3,8988,10,24267.6,2025-02-10 19:13:46,10K-50K
1530,944,9191,285,1,7625,15,6481.25,2025-04-17 21:37:12,5K-10K
1531,945,9195,241,3,5558,0,16674.0,2025-03-19 09:40:13,10K-50K
1532,946,9200,5,1,9165,0,9165.0,2025-03-19 03:17:23,5K-10K
1533,946,9207,386,2,6791,5,12902.9,2025-04-05 20:29:09,10K-50K
1534,946,9216,394,1,12349,20,9879.2,2025-04-28 23:09:51,5K-10K
1535,946,9220,263,1,251,15,213.35,2025-03-22 08:24:25,0-1K
1536,947,9236,271,3,1299,15,3312.45,2025-02-23 04:19:11,1K-5K
1537,948,9252,335,2,7594,5,14428.6,2025-04-24 04:07:17,10K-50K
1538,949,9256,487,1,1359,10,1223.1,2025-01-28 14:25:56,1K-5K
1539,949,9257,348,1,2713,10,2441.7,2025-02-28 18:06:21,1K-5K
1540,949,9260,61,2,79364,20,126982.4,2025-02-21 03:39:46,50K+
1541,950,9267,435,2,4918,5,9344.2,2025-04-04 03:58:47,5K-10K
1542,951,9268,316,2,223,15,379.1,2025-04-07 19:48:10,0-1K
1543,951,9270,356,2,72952,5,138608.8,2025-03-10 22:50:49,50K+
1544,951,9272,167,3,1987,20,4768.8,2025-05-18 04:17:46,1K-5K
1545,952,9281,225,3,44139,0,132417.0,2025-05-09 12:44:49,50K+
1546,952,9292,253,3,10481,20,25154.4,2025-05-18 16:22:56,10K-50K
1547,952,9297,403,2,737,20,1179.2,2025-06-28 22:58:30,1K-5K
1548,953,9316,135,3,88136,10,237967.2,2025-05-20 14:45:59,50K+
1549,955,9345,14,3,3240,20,7776.0,2025-06-15 08:17:26,5K-10K
1550,955,9348,344,2,1786,5,3393.4,2025-03-18 01:15:26,1K-5K
1551,956,9361,228,1,1099,5,1044.05,2025-01-09 17:45:01,1K-5K
1552,956,9363,351,1,2453,10,2207.7,2025-03-06 23:06:13,1K-5K
1553,957,9365,319,2,843,20,1348.8,2025-02-10 10:48:06,1K-5K
1554,958,9381,436,3,9221,20,22130.4,2025-04-11 09:48:29,10K-50K
1555,958,9385,7,1,2128,0,2128.0,2025-02-25 10:14:46,1K-5K
1556,959,9390,489,2,449,10,808.2,2025-03-15 23:50:52,0-1K
1557,959,9393,108,1,93501,0,93501.0,2025-03-15 08:24:28,50K+
1558,961,9405,24,1,866,15,736.1,2025-06-07 00:36:56,0-1K
1559,962,9412,420,2,1173,5,2228.7,2025-06-26 16:48:48,1K-5K
1560,962,9415,252,3,1841,20,4418.4,2025-03-17 23:11:03,1K-5K
1561,964,9419,193,1,700,10,630.0,2025-04-25 08:13:27,0-1K
1562,965,9434,141,2,14862,0,29724.0,2025-03-15 13:38:22,10K-50K
1563,965,9437,353,2,6296,0,12592.0,2025-04-27 01:38:21,10K-50K
1564,967,9453,409,1,3633,5,3451.35,2025-05-09 12:39:35,1K-5K
1565,968,9461,458,3,5792,5,16507.2,2025-03-06 13:46:09,10K-50K
1566,968,9467,100,1,6284,10,5655.6,2025-03-18 13:27:22,5K-10K
1567,969,9474,113,3,1170,20,2808.0,2025-03-18 11:21:46,1K-5K
1568,969,9476,419,3,1931,5,5503.35,2025-03-07 15:36:54,5K-10K
1569,970,9480,369,3,1901,15,4847.55,2025-06-21 00:28:50,1K-5K
1570,970,9481,71,2,34451,0,68902.0,2025-04-18 02:02:00,50K+
1571,972,9487,123,3,3584,10,9676.8,2025-01-21 01:18:54,5K-10K
1572,972,9493,59,1,1216,15,1033.6,2025-03-04 22:00:24,1K-5K
1573,972,9503,28,3,2387,20,5728.8,2025-05-27 00:54:00,5K-10K
1574,972,9510,398,2,2416,15,4107.2,2025-01-06 16:19:48,1K-5K
1575,973,9517,95,1,3829,20,3063.2,2025-06-25 12:16:55,1K-5K
1576,974,9528,202,1,348,20,278.4,2025-03-19 20:21:27,0-1K
1577,974,9531,102,2,2930,0,5860.0,2025-06-08 10:40:38,5K-10K
1578,975,9538,67,2,511,20,817.6,2025-04-09 04:28:51,0-1K
1579,976,9541,292,1,4777,15,4060.45,2025-03-22 07:40:43,1K-5K
1580,976,9549,168,3,336,5,957.6,2025-05-31 04:12:45,0-1K
1581,976,9552,289,2,13221,5,25119.9,2025-04-27 19:53:33,10K-50K
1582,976,9553,101,2,1096,5,2082.4,2025-04-24 14:52:54,1K-5K
1583,976,9556,28,1,2387,5,2267.65,2025-06-28 04:38:00,1K-5K
1584,976,9557,51,2,1412,15,2400.4,2025-06-11 19:15:52,1K-5K
1585,976,9558,108,2,93501,10,168301.8,2025-06-05 08:55:37,50K+
1586,976,9562,284,2,1062,0,2124.0,2025-01-18 05:05:03,1K-5K
1587,977,9564,26,3,2999,20,7197.6,2025-04-06 20:34:24,5K-10K
1588,978,9572,328,1,1440,20,1152.0,2025-06-27 01:39:24,1K-5K
1589,978,9574,142,1,2434,20,1947.2,2025-03-22 23:25:22,1K-5K
1590,979,9579,222,1,7712,10,6940.8,2025-03-17 04:14:22,5K-10K
1591,979,9582,2,1,1203,0,1203.0,2025-02-28 17:14:35,1K-5K
1592,979,9584,476,3,2771,20,6650.4,2025-01-12 15:22:16,5K-10K
1593,979,9588,292,2,4777,10,8598.6,2025-04-25 21:31:23,5K-10K
1594,979,9590,176,3,71469,20,171525.6,2025-04-04 07:40:01,50K+
1595,980,9595,98,1,3498,0,3498.0,2025-02-28 22:22:44,1K-5K
1596,980,9600,69,2,1729,10,3112.2,2025-03-15 03:15:01,1K-5K
1597,981,9602,77,1,41500,10,37350.0,2025-03-03 13:59:24,10K-50K
1598,982,9606,9,3,3979,0,11937.0,2025-03-13 13:28:07,10K-50K
1599,982,9610,176,2,71469,15,121497.3,2025-01-16 11:32:34,50K+
1600,982,9611,19,2,1282,15,2179.4,2025-03-20 15:25:22,1K-5K
1601,983,9616,447,1,1407,15,1195.95,2025-03-09 15:34:46,1K-5K
1602,983,9617,38,2,5040,20,8064.0,2025-01-10 07:19:07,5K-10K
1603,983,9619,379,1,806,5,765.7,2025-01-10 23:37:42,0-1K
1604,984,9624,146,1,6862,15,5832.7,2025-03-07 11:20:00,5K-10K
1605,984,9626,400,1,1377,0,1377.0,2025-05-08 09:14:09,1K-5K
1606,984,9642,80,3,597,10,1611.9,2025-02-10 10:27:30,1K-5K
1607,984,9645,162,3,1491,20,3578.4,2025-03-16 14:48:43,1K-5K
1608,985,9651,424,1,84482,5,80257.9,2025-05-07 23:33:39,50K+
1609,985,9658,326,1,1283,15,1090.55,2025-06-20 07:00:30,1K-5K
1610,985,9662,379,3,806,20,1934.4,2025-04-05 08:25:22,1K-5K
1611,985,9663,459,2,2412,15,4100.4,2025-03-16 00:36:42,1K-5K
1612,988,9685,335,1,7594,15,6454.9,2025-06-29 08:05:21,5K-10K
1613,989,9689,383,1,2413,10,2171.7,2025-01-08 22:53:45,1K-5K
1614,989,9690,496,3,765,15,1950.75,2025-04-01 04:13:06,1K-5K
1615,989,9692,1,3,302,0,906.0,2025-03-19 01:03:10,0-1K
1616,989,9694,299,2,5952,15,10118.4,2025-05-19 07:40:15,10K-50K
1617,989,9698,409,3,3633,0,10899.0,2025-03-19 04:05:19,10K-50K
1618,990,9707,82,1,91374,20,73099.2,2025-06-27 05:46:05,50K+
1619,991,9713,460,1,6380,10,5742.0,2025-05-21 20:40:28,5K-10K
1620,992,9717,403,3,737,5,2100.45,2025-04-26 18:54:30,1K-5K
1621,992,9718,307,1,7034,20,5627.2,2025-03-03 22:27:38,5K-10K
1622,993,9728,329,2,1426,15,2424.2,2025-03-11 18:31:37,1K-5K
1623,993,9731,261,2,1454,0,2908.0,2025-03-15 06:17:01,1K-5K
1624,993,9732,23,2,4014,10,7225.2,2025-03-15 12:29:08,5K-10K
1625,993,9733,33,3,3084,15,7864.2,2025-02-15 08:23:34,5K-10K
1626,993,9738,258,3,2970,5,8464.5,2025-05-09 22:03:29,5K-10K
1627,993,9742,71,3,34451,15,87850.05,2025-02-07 18:19:35,50K+
1628,993,9743,8,3,2432,10,6566.4,2025-03-19 09:05:59,5K-10K
1629,994,9761,419,2,1931,0,3862.0,2025-02-24 17:19:46,1K-5K
1630,994,9763,400,2,1377,10,2478.6,2025-03-16 14:29:10,1K-5K
1631,994,9767,163,1,156,20,124.8,2025-03-16 07:50:25,0-1K
1632,994,9768,250,1,1052,20,841.6,2025-03-07 15:01:25,0-1K
1633,994,9774,303,3,620,10,1674.0,2025-01-09 22:53:40,1K-5K
1634,995,9785,394,2,12349,0,24698.0,2025-01-24 03:44:42,10K-50K
1635,995,9792,113,1,1170,15,994.5,2025-05-26 22:27:17,0-1K
1636,995,9799,417,1,1408,5,1337.6,2025-05-01 04:52:34,1K-5K
1637,996,9802,109,1,1482,15,1259.7,2025-03-15 20:07:59,1K-5K
1638,996,9809,364,3,1224,5,3488.4,2025-03-20 11:30:59,1K-5K
1639,996,9812,198,1,1508,5,1432.6,2025-01-28 16:48:44,1K-5K
1640,997,9823,436,1,9221,10,8298.9,2025-03-20 03:46:20,5K-10K
1641,997,9825,396,3,9742,0,29226.0,2025-04-30 06:55:26,10K-50K
1642,998,9834,371,1,1484,10,1335.6,2025-03-20 20:28:39,1K-5K
1643,998,9836,195,2,1032,10,1857.6,2025-06-04 19:09:54,1K-5K
1644,998,9838,84,3,7376,15,18808.8,2025-02-17 18:09:25,10K-50K
1645,1002,9868,397,2,5434,5,10324.6,2025-06-21 08:19:05,10K-50K
1646,1002,9869,146,2,6862,5,13037.8,2025-06-23 21:28:43,10K-50K
1647,1002,9871,369,1,1901,20,1520.8,2025-03-15 03:54:00,1K-5K
1648,1003,9873,15,3,5333,15,13599.15,2025-06-06 02:14:48,10K-50K
1649,1003,9878,435,1,4918,10,4426.2,2025-06-22 08:03:22,1K-5K
1650,1003,9892,99,1,5673,15,4822.05,2025-01-24 08:48:51,1K-5K
1651,1003,9900,151,3,1769,15,4510.95,2025-03-18 13:53:29,1K-5K
1652,1003,9904,427,1,2743,0,2743.0,2025-06-20 08:49:30,1K-5K
1653,1004,9913,35,3,2241,15,5714.55,2025-05-16 18:48:31,5K-10K
1654,1005,9915,332,3,13270,15,33838.5,2025-03-17 15:56:31,10K-50K
1655,1006,9926,459,3,2412,0,7236.0,2025-05-20 09:09:51,5K-10K
1656,1007,9933,268,3,653,0,1959.0,2025-04-12 00:31:08,1K-5K
1657,1009,9941,32,2,958,20,1532.8,2025-02-11 06:30:30,1K-5K
1658,1010,9948,286,1,1454,20,1163.2,2025-05-12 11:59:46,1K-5K
1659,1010,9950,65,3,4822,15,12296.1,2025-03-26 10:42:06,10K-50K
1660,1012,9961,287,3,1711,5,4876.35,2025-01-16 01:00:54,1K-5K
1661,1012,9962,498,2,9282,5,17635.8,2025-03-17 09:30:21,10K-50K
1662,1012,9963,173,2,4033,5,7662.7,2025-06-02 20:11:17,5K-10K
1663,1012,9965,481,1,132,10,118.8,2025-05-18 13:51:29,0-1K
1664,1013,9967,277,2,2616,20,4185.6,2025-02-12 02:12:02,1K-5K
1665,1014,9968,375,2,5377,5,10216.3,2025-05-23 11:37:19,10K-50K
1666,1015,9972,100,2,6284,10,11311.2,2025-02-22 19:25:53,10K-50K
1667,1016,9978,314,2,7346,5,13957.4,2025-01-21 00:16:20,10K-50K
1668,1016,9981,272,1,14610,0,14610.0,2025-03-10 09:45:58,10K-50K
1669,1016,9984,248,2,588,10,1058.4,2025-03-03 17:01:25,1K-5K
1670,1017,9994,292,3,4777,20,11464.8,2025-03-17 17:05:46,10K-50K
1671,1017,9996,155,1,1766,5,1677.7,2025-03-24 00:36:16,1K-5K
1672,1019,10005,172,1,1473,10,1325.7,2025-04-15 03:30:25,1K-5K
1673,1020,10013,456,2,35775,0,71550.0,2025-04-23 08:07:24,50K+
1674,1021,10018,458,3,5792,5,16507.2,2025-03-20 15:26:23,10K-50K
1675,1022,10021,352,1,16542,5,15714.9,2025-04-05 03:46:28,10K-50K
1676,1022,10022,163,2,156,20,249.6,2025-02-10 09:34:24,0-1K
1677,1024,10054,361,1,4270,15,3629.5,2025-03-09 17:39:33,1K-5K
1678,1026,10064,136,3,661,20,1586.4,2025-05-30 11:00:35,1K-5K
1679,1026,10068,415,3,847,5,2413.95,2025-06-01 06:25:43,1K-5K
1680,1026,10073,202,1,348,15,295.8,2025-03-15 18:24:48,0-1K
1681,1028,10092,357,3,13393,20,32143.2,2025-04-02 00:33:18,10K-50K
1682,1029,10105,188,2,1690,15,2873.0,2025-03-22 05:34:49,1K-5K
1683,1032,10132,107,1,480,15,408.0,2025-06-26 15:01:05,0-1K
1684,1032,10133,406,1,2300,5,2185.0,2025-04-27 04:18:16,1K-5K
1685,1032,10134,330,2,1665,20,2664.0,2025-06-11 16:20:24,1K-5K
1686,1033,10137,127,2,1426,0,2852.0,2025-04-13 04:56:55,1K-5K
1687,1033,10139,124,1,6063,10,5456.7,2025-04-18 09:30:38,5K-10K
1688,1033,10142,101,2,1096,0,2192.0,2025-06-15 18:14:20,1K-5K
1689,1033,10143,77,3,41500,20,99600.0,2025-01-09 17:07:44,50K+
1690,1033,10145,15,3,5333,10,14399.1,2025-02-14 18:57:19,10K-50K
1691,1033,10146,475,3,3191,5,9094.35,2025-02-24 02:52:02,5K-10K
1692,1033,10164,8,1,2432,20,1945.6,2025-01-08 01:29:30,1K-5K
1693,1033,10165,326,3,1283,20,3079.2,2025-05-13 05:17:14,1K-5K
1694,1033,10166,417,3,1408,0,4224.0,2025-02-11 04:30:55,1K-5K
1695,1034,10171,44,2,25033,5,47562.7,2025-04-08 20:11:38,10K-50K
1696,1034,10173,365,1,290,5,275.5,2025-03-19 03:53:59,0-1K
1697,1034,10176,138,2,861,0,1722.0,2025-05-06 18:19:03,1K-5K
1698,1034,10177,66,3,533,10,1439.1,2025-03-20 03:33:10,1K-5K
1699,1035,10199,126,3,232,5,661.2,2025-04-17 20:44:00,0-1K
1700,1035,10208,306,1,2568,5,2439.6,2025-03-04 16:06:46,1K-5K
1701,1035,10211,429,3,2988,5,8515.8,2025-03-16 17:29:55,5K-10K
1702,1037,10215,229,1,4070,20,3256.0,2025-04-04 18:18:49,1K-5K
1703,1037,10218,452,1,96891,5,92046.45,2025-03-17 12:32:05,50K+
1704,1039,10226,83,3,3769,10,10176.3,2025-05-05 04:11:05,10K-50K
1705,1039,10228,120,1,75468,20,60374.4,2025-05-05 18:41:24,50K+
1706,1040,10233,204,2,4651,0,9302.0,2025-04-22 00:03:59,5K-10K
1707,1041,10236,402,1,63153,10,56837.7,2025-01-29 23:35:39,50K+
1708,1041,10237,112,3,91163,10,246140.1,2025-02-01 11:15:56,50K+
1709,1042,10240,494,1,1533,20,1226.4,2025-05-04 02:45:13,1K-5K
1710,1043,10248,311,3,3909,20,9381.6,2025-06-06 07:26:26,5K-10K
1711,1043,10255,50,2,2992,20,4787.2,2025-03-20 08:27:51,1K-5K
1712,1045,10270,316,1,223,0,223.0,2025-05-10 09:04:35,0-1K
1713,1046,10304,142,3,2434,20,5841.6,2025-02-14 03:18:59,5K-10K
1714,1046,10309,383,2,2413,5,4584.7,2025-05-10 12:20:36,1K-5K
1715,1046,10313,97,2,1648,20,2636.8,2025-03-16 22:53:08,1K-5K
1716,1047,10318,474,2,1300,10,2340.0,2025-03-18 19:24:27,1K-5K
1717,1048,10324,436,3,9221,15,23513.55,2025-03-21 00:03:30,10K-50K
1718,1048,10337,437,1,5210,20,4168.0,2025-05-27 22:08:04,1K-5K
1719,1048,10339,332,1,13270,10,11943.0,2025-06-09 23:17:53,10K-50K
1720,1048,10343,408,3,896,10,2419.2,2025-06-10 22:37:11,1K-5K
1721,1048,10353,22,1,18238,10,16414.2,2025-03-24 04:16:37,10K-50K
1722,1048,10354,265,2,5506,20,8809.6,2025-05-29 01:37:50,5K-10K
1723,1050,10375,344,3,1786,5,5090.1,2025-05-28 16:42:57,5K-10K
1724,1050,10378,85,2,2958,20,4732.8,2025-04-18 23:29:45,1K-5K
1725,1051,10385,387,2,2228,10,4010.4,2025-02-27 19:55:05,1K-5K
1726,1051,10395,441,2,2962,20,4739.2,2025-03-17 20:25:02,1K-5K
1727,1051,10397,306,3,2568,15,6548.4,2025-02-09 10:43:01,5K-10K
1728,1051,10398,320,1,1114,10,1002.6,2025-02-18 07:17:28,1K-5K
1729,1053,10405,263,1,251,20,200.8,2025-03-21 05:34:35,0-1K
1730,1053,10406,454,3,10943,15,27904.65,2025-03-19 03:52:50,10K-50K
1731,1053,10410,285,2,7625,0,15250.0,2025-03-18 06:59:56,10K-50K
1732,1053,10422,284,1,1062,0,1062.0,2025-03-19 21:36:53,1K-5K
1733,1053,10424,187,2,2293,15,3898.1,2025-05-01 03:43:45,1K-5K
1734,1053,10427,412,2,2580,0,5160.0,2025-03-17 10:10:45,5K-10K
1735,1054,10434,494,2,1533,5,2912.7,2025-03-03 09:43:57,1K-5K
1736,1056,10437,139,3,2459,5,7008.15,2025-06-01 07:00:46,5K-10K
1737,1056,10438,411,3,1472,5,4195.2,2025-03-15 19:55:42,1K-5K
1738,1057,10455,104,2,12492,10,22485.6,2025-05-11 12:25:33,10K-50K
1739,1058,10458,391,1,6218,10,5596.2,2025-03-22 15:45:11,5K-10K
1740,1059,10463,101,3,1096,10,2959.2,2025-02-17 16:22:39,1K-5K
1741,1060,10465,297,2,305,15,518.5,2025-03-20 16:46:53,0-1K
1742,1060,10470,290,2,820,0,1640.0,2025-03-15 16:04:22,1K-5K
1743,1061,10478,438,1,6415,10,5773.5,2025-04-24 10:24:24,5K-10K
1744,1061,10479,230,1,3485,0,3485.0,2025-05-01 19:47:17,1K-5K
1745,1063,10487,283,1,2210,15,1878.5,2025-03-18 14:52:55,1K-5K
1746,1063,10493,452,2,96891,0,193782.0,2025-05-29 12:50:59,50K+
1747,1064,10497,178,3,12423,20,29815.2,2025-04-07 00:17:01,10K-50K
1748,1065,10514,168,2,336,20,537.6,2025-03-16 09:39:03,0-1K
1749,1065,10522,179,1,3085,15,2622.25,2025-04-18 00:55:53,1K-5K
