user_id,signup_date,user_type,device,traffic_source,country
1070,2026-01-23,Regular,Android,Organic,Canada
1071,2025-07-08,Casual,iOS,Google,Canada
1072,2025-08-16,Regular,Android,Google,Australia
1073,2025-07-08,Casual,Android,Organic,India
1074,2026-04-01,Regular,Android,Google,Australia
1075,2026-01-19,Casual,Android,Google,Canada
1076,2026-01-02,Regular,Android,Google,UK
1077,2026-02-26,Casual,Android,Facebook,India
1078,2025-06-30,Regular,Android,Google,Canada
1079,2025-06-09,Casual,Android,Google,UK
1080,2025-09-30,Power,iOS,Facebook,India
1081,2026-02-24,Casual,Android,Facebook,USA
1082,2025-11-01,Regular,iOS,Google,Australia
1083,2026-04-22,Casual,Android,Email,India
1084,2026-02-13,Regular,Android,Google,India
1085,2026-04-22,Regular,Android,Google,Canada
1086,2025-12-21,Casual,iOS,Google,UK
1087,2025-10-05,Casual,Desktop,Google,India
1088,2025-11-27,Casual,Android,Google,Australia
1089,2025-06-10,Regular,Android,Facebook,India
1090,2025-09-01,Casual,iOS,Organic,India
1091,2026-01-14,Casual,Android,Organic,Canada
1092,2025-12-15,Casual,Desktop,Organic,India
1093,2026-05-10,Regular,Android,Google,UK
1094,2025-11-14,Regular,Android,Google,Canada
1095,2025-12-01,Regular,Desktop,Facebook,USA
1096,2026-05-14,Casual,Android,Organic,USA
1097,2025-10-31,Power,Android,Google,Canada
1098,2025-08-31,Regular,Android,Facebook,UK
1099,2025-12-09,Power,Android,Organic,Canada
1100,2025-06-05,Casual,Android,Organic,Canada
1101,2025-11-16,Casual,Desktop,Facebook,Canada
1102,2025-10-06,Casual,Android,Google,Canada
1103,2025-06-21,Casual,Android,Google,India
1104,2026-03-04,Casual,iOS,Organic,Australia
1105,2025-09-26,Regular,Android,Google,USA
1106,2025-08-28,Regular,Android,Google,UK
1107,2025-12-13,Regular,iOS,Facebook,India
1108,2025-09-14,Casual,iOS,Facebook,USA
1109,2025-10-19,Regular,iOS,Organic,Australia
1110,2026-02-11,Casual,Android,Organic,Canada
1111,2026-03-08,Regular,iOS,Google,Australia
1112,2026-01-28,Casual,Desktop,Organic,USA
1113,2025-08-30,Power,iOS,Facebook,USA
1114,2026-01-19,Regular,Desktop,Facebook,India
1115,2026-05-02,Regular,Android,Facebook,India
1116,2025-12-30,Regular,Android,Google,UK
1117,2025-12-15,Casual,Android,Google,Canada
1118,2025-07-25,Casual,Desktop,Facebook,Australia
1119,2026-04-06,Casual,Android,Organic,Canada
1120,2026-05-13,Casual,Desktop,Organic,Australia
1121,2025-07-04,Regular,Android,Organic,Canada
1122,2025-06-27,Casual,Desktop,Organic,USA
1123,2025-06-17,Casual,Android,Google,USA
1124,2025-10-20,Regular,Android,Facebook,Canada
1125,2026-05-31,Casual,iOS,Organic,UK
1126,2025-11-21,Regular,iOS,Google,USA
1127,2025-11-10,Casual,iOS,Google,UK
1128,2025-12-15,Casual,Android,Google,USA
1129,2025-09-25,Casual,Desktop,Google,India
1130,2026-05-04,Casual,Android,Organic,India
1131,2025-07-14,Casual,Desktop,Email,Canada
1132,2026-03-06,Casual,Desktop,Email,Australia
1133,2026-03-23,Regular,Desktop,Google,India
1134,2026-03-06,Casual,Android,Google,USA
1135,2026-03-27,Power,Android,Organic,USA
1136,2025-11-17,Regular,Desktop,Email,India
1137,2026-02-17,Casual,Android,Facebook,India
1138,2026-04-21,Casual,Android,Google,Australia
1139,2025-11-27,Regular,iOS,Google,India
1140,2025-12-05,Regular,Android,Google,Canada
1141,2026-02-21,Regular,iOS,Organic,Australia
1142,2026-02-27,Casual,Desktop,Organic,India
1143,2025-08-14,Casual,iOS,Email,USA
1144,2025-09-25,Casual,iOS,Email,India
1145,2025-11-20,Regular,Android,Organic,Canada
1146,2025-12-30,Casual,Android,Facebook,Canada
1147,2026-02-05,Power,Desktop,Google,USA
1148,2025-06-04,Casual,Android,Email,Australia
1149,2026-01-18,Power,iOS,Organic,USA
1150,2025-09-15,Regular,iOS,Google,India
1151,2026-05-22,Casual,iOS,Organic,USA
1152,2025-10-23,Casual,Desktop,Google,Australia
1153,2025-11-23,Casual,iOS,Organic,UK
1154,2026-05-24,Regular,Android,Google,USA
1155,2025-09-27,Regular,iOS,Google,Australia
1156,2025-06-15,Regular,Android,Organic,UK
1157,2026-03-09,Regular,Android,Google,Australia
1158,2025-11-30,Regular,iOS,Organic,Australia
1159,2026-05-30,Regular,Desktop,Email,UK
1160,2025-11-30,Casual,Android,Facebook,USA
1161,2025-10-02,Casual,iOS,Google,UK
1162,2025-12-25,Power,iOS,Facebook,USA
1163,2025-06-20,Casual,Android,Google,Australia
1164,2026-05-27,Casual,Android,Organic,USA
1165,2026-03-03,Regular,Desktop,Organic,Canada
1166,2025-11-20,Casual,Desktop,Email,UK
1167,2025-08-15,Casual,iOS,Google,UK
1168,2025-12-22,Regular,Desktop,Google,India
1169,2026-01-13,Regular,iOS,Email,Australia
1170,2025-11-23,Casual,Desktop,Google,Australia
1171,2026-01-19,Casual,Android,Email,USA
1172,2025-07-12,Regular,Desktop,Email,Canada
1173,2025-11-10,Casual,Android,Google,Australia
1174,2025-08-31,Casual,Android,Facebook,Canada
1175,2025-11-08,Casual,Android,Google,India
1176,2025-12-16,Casual,Desktop,Organic,UK
1177,2025-12-09,Power,Android,Google,Canada
1178,2025-08-09,Regular,Android,Google,Australia
1179,2026-03-12,Casual,Android,Google,UK
1180,2025-11-08,Casual,iOS,Google,Canada
1181,2026-01-18,Casual,Desktop,Google,Canada
1182,2025-09-09,Casual,Desktop,Google,USA
1183,2026-05-06,Casual,Android,Google,UK
1184,2025-08-22,Casual,Desktop,Google,Canada
1185,2025-11-14,Casual,Android,Google,USA
1186,2026-02-08,Regular,Android,Facebook,Australia
1187,2026-01-03,Casual,Android,Google,Canada
1188,2026-01-04,Regular,Android,Facebook,USA
1189,2026-01-14,Casual,iOS,Facebook,USA
1190,2025-10-31,Regular,iOS,Email,UK
1191,2026-04-05,Casual,Android,Organic,USA
1192,2026-02-15,Power,Desktop,Google,Canada
1193,2026-05-08,Casual,Android,Organic,India
1194,2025-08-29,Casual,Android,Organic,Australia
1195,2026-01-04,Casual,Desktop,Facebook,Canada
1196,2025-10-18,Casual,Android,Organic,Canada
1197,2026-01-25,Casual,Android,Email,Australia
1198,2025-07-29,Casual,iOS,Facebook,Australia
1199,2026-03-12,Casual,iOS,Google,USA
1200,2026-03-20,Casual,Android,Organic,Canada
1201,2026-03-19,Casual,iOS,Google,USA
1202,2026-05-05,Casual,Android,Google,UK
1203,2025-07-24,Regular,Android,Email,USA
1204,2026-04-04,Power,iOS,Google,UK
1205,2025-06-08,Casual,iOS,Google,India
1206,2025-07-06,Casual,iOS,Organic,Canada
1207,2025-07-12,Regular,Android,Organic,UK
1208,2026-04-24,Casual,Android,Email,India
1209,2026-05-12,Casual,Android,Google,Australia
1210,2025-11-07,Regular,iOS,Organic,USA
1211,2025-12-31,Regular,Android,Facebook,India
1212,2026-05-23,Casual,Android,Facebook,UK
1213,2025-09-09,Power,Android,Google,Canada
1214,2025-07-09,Casual,Android,Email,Australia
1215,2025-10-03,Casual,Android,Organic,Australia
1216,2026-02-26,Casual,Android,Facebook,India
1217,2025-07-15,Casual,Desktop,Organic,India
1218,2025-12-04,Casual,Desktop,Google,USA
1219,2025-09-26,Casual,Android,Google,Australia
1220,2025-09-30,Casual,iOS,Email,Australia
1221,2025-07-29,Casual,Android,Google,USA
1222,2025-08-23,Casual,iOS,Facebook,Canada
1223,2025-11-21,Regular,Android,Google,USA
1224,2026-02-19,Casual,Android,Google,UK
1225,2026-03-08,Regular,Android,Organic,UK
1226,2025-12-27,Casual,Android,Google,India
1227,2026-02-20,Regular,Android,Organic,USA
1228,2025-12-25,Casual,iOS,Google,USA
1229,2025-12-19,Regular,iOS,Email,India
1230,2025-06-12,Casual,Android,Google,Canada
1231,2025-07-26,Regular,Android,Organic,USA
1232,2025-06-30,Casual,Android,Google,Australia
1233,2025-11-07,Power,iOS,Email,USA
1234,2025-10-03,Casual,iOS,Organic,Canada
1235,2026-01-08,Casual,Desktop,Email,USA
1236,2025-11-28,Regular,iOS,Google,Australia
1237,2025-08-30,Casual,Desktop,Google,UK
1238,2025-08-19,Regular,iOS,Organic,UK
1239,2025-09-06,Power,Android,Google,Canada
1240,2026-01-24,Casual,Android,Google,Canada
1241,2025-08-28,Casual,Desktop,Email,Australia
1242,2025-08-07,Casual,Android,Email,UK
1243,2025-09-02,Casual,Android,Google,UK
1244,2025-08-07,Casual,Android,Email,UK
1245,2025-10-19,Casual,Android,Google,UK
1246,2025-08-09,Casual,iOS,Organic,Australia
1247,2025-07-07,Regular,iOS,Email,Canada
1248,2025-12-15,Regular,iOS,Google,Canada
1249,2026-01-31,Casual,Android,Organic,India
1250,2025-07-19,Casual,Android,Email,Canada
1251,2026-03-25,Regular,Desktop,Google,UK
1252,2025-10-22,Regular,Android,Google,USA
1253,2026-05-10,Casual,Android,Facebook,UK
1254,2026-05-28,Regular,Android,Organic,UK
1255,2026-02-24,Casual,Android,Facebook,Canada
1256,2025-07-30,Casual,iOS,Facebook,India
1257,2025-12-01,Casual,Android,Facebook,Australia
1258,2026-05-29,Power,Android,Organic,USA
1259,2025-08-24,Regular,Desktop,Organic,USA
1260,2026-04-24,Casual,iOS,Email,India
1261,2025-08-03,Casual,Android,Google,UK
1262,2026-05-15,Regular,Desktop,Google,Australia
1263,2025-10-08,Casual,Android,Google,Australia
1264,2025-06-04,Power,Android,Google,Australia
1265,2025-06-21,Casual,iOS,Google,Canada
1266,2026-05-30,Regular,Android,Google,UK
1267,2025-11-03,Casual,iOS,Google,USA
1268,2026-02-03,Power,Desktop,Email,USA
1269,2025-11-14,Casual,Desktop,Facebook,UK
1270,2025-11-07,Casual,Android,Google,USA
1271,2025-06-09,Regular,Android,Google,Canada
1272,2025-11-18,Regular,Android,Facebook,Australia
1273,2026-02-02,Casual,Desktop,Organic,USA
1274,2026-05-02,Casual,Android,Google,Canada
1275,2025-07-20,Regular,Android,Google,Australia
1276,2025-10-07,Casual,Android,Facebook,UK
1277,2026-04-07,Regular,Android,Google,UK
1278,2026-02-03,Regular,Desktop,Google,Canada
1279,2026-04-25,Casual,Android,Email,Canada
1280,2025-12-16,Casual,Desktop,Organic,Canada
1281,2026-05-12,Casual,Android,Facebook,USA
1282,2025-09-22,Casual,Android,Organic,UK
1283,2026-03-22,Power,iOS,Organic,USA
1284,2025-07-09,Casual,Android,Google,USA
1285,2025-12-30,Regular,Desktop,Organic,Australia
1286,2026-03-18,Casual,Android,Facebook,Canada
1287,2026-03-06,Casual,Desktop,Organic,USA
1288,2026-05-23,Regular,Android,Google,Australia
1289,2025-12-15,Casual,Android,Facebook,India
1290,2025-07-19,Regular,iOS,Google,Australia
1291,2026-04-15,Casual,Android,Google,India
1292,2025-06-20,Regular,Android,Facebook,India
1293,2026-01-20,Casual,Desktop,Facebook,India
1294,2026-02-27,Casual,Android,Organic,India
1295,2025-07-20,Power,Android,Email,Canada
1296,2025-12-15,Power,Desktop,Organic,USA
1297,2025-11-06,Regular,Android,Organic,USA
1298,2025-06-07,Casual,iOS,Facebook,India
1299,2026-04-16,Regular,Desktop,Google,USA
1300,2026-04-30,Regular,Android,Organic,India
1301,2025-08-06,Casual,Android,Email,USA
1302,2026-05-14,Casual,Desktop,Facebook,Australia
1303,2025-10-01,Casual,Android,Facebook,Canada
1304,2026-01-04,Casual,Android,Google,UK
1305,2026-03-13,Casual,Desktop,Email,India
1306,2025-10-02,Casual,iOS,Google,Australia
1307,2025-11-14,Regular,Desktop,Email,Australia
1308,2025-06-10,Casual,iOS,Google,Canada
1309,2025-11-20,Power,Android,Organic,Canada
1310,2025-06-03,Regular,iOS,Google,India
1311,2026-04-05,Power,Android,Organic,India
1312,2026-01-05,Casual,Android,Facebook,Australia
1313,2025-08-02,Casual,Android,Google,Australia
1314,2025-09-06,Casual,iOS,Email,Canada
1315,2025-09-04,Casual,Android,Google,India
1316,2026-02-12,Casual,iOS,Organic,India
1317,2026-02-02,Casual,Android,Google,Australia
1318,2026-01-07,Regular,Desktop,Google,UK
1319,2025-06-16,Casual,Desktop,Email,Australia
1320,2026-05-07,Casual,Android,Google,UK
1321,2025-11-12,Casual,Android,Google,India
1322,2026-01-20,Casual,Android,Organic,Australia
1323,2025-09-13,Casual,Android,Facebook,Canada
1324,2026-05-12,Casual,Desktop,Facebook,USA
1325,2025-06-24,Casual,iOS,Google,India
1326,2026-05-22,Power,Android,Facebook,India
1327,2026-03-04,Casual,Android,Organic,Australia
1328,2025-08-06,Regular,Android,Google,USA
1329,2026-01-08,Regular,Desktop,Google,USA
1330,2026-05-08,Casual,Android,Email,USA
1331,2025-09-18,Casual,Android,Organic,Australia
1332,2026-01-02,Casual,Android,Facebook,Australia
1333,2026-04-11,Casual,Android,Facebook,UK
1334,2025-08-08,Casual,iOS,Organic,UK
1335,2026-03-23,Regular,Android,Google,UK
1336,2026-04-10,Casual,Android,Facebook,Canada
1337,2026-03-21,Regular,Android,Google,India
1338,2025-06-23,Casual,iOS,Google,UK
1339,2025-11-22,Regular,Android,Email,Canada
1340,2025-12-06,Regular,Android,Google,Canada
1341,2026-01-09,Casual,Android,Organic,Australia
1342,2026-01-08,Regular,iOS,Organic,USA
1343,2025-10-28,Casual,Android,Organic,USA
1344,2025-09-08,Casual,iOS,Google,UK
1345,2025-08-22,Casual,Desktop,Google,India
1346,2026-04-11,Power,Desktop,Organic,India
1347,2025-06-24,Regular,iOS,Email,India
1348,2025-07-16,Casual,Android,Organic,Canada
1349,2026-05-27,Casual,Android,Google,Canada
1350,2026-04-07,Casual,Desktop,Google,Canada
1351,2025-09-19,Power,iOS,Organic,Australia
1352,2026-06-01,Casual,iOS,Google,Canada
1353,2025-12-20,Regular,Android,Email,India
1354,2026-01-02,Power,Android,Google,India
1355,2026-03-01,Regular,Android,Email,USA
1356,2025-08-21,Casual,Android,Email,India
1357,2025-06-23,Regular,Desktop,Google,Canada
1358,2025-07-21,Regular,iOS,Organic,Canada
1359,2025-10-12,Regular,iOS,Facebook,UK
1360,2026-01-31,Casual,iOS,Google,Australia
1361,2025-07-02,Regular,Android,Organic,India
1362,2025-06-11,Regular,Android,Google,Australia
1363,2025-10-24,Casual,iOS,Organic,India
1364,2026-05-04,Casual,iOS,Google,USA
1365,2025-09-09,Casual,Desktop,Google,USA
1366,2025-12-24,Casual,Android,Google,Australia
1367,2026-05-25,Casual,Android,Organic,Canada
1368,2026-01-26,Casual,Android,Google,UK
1369,2026-01-01,Casual,iOS,Email,India
1370,2025-06-14,Casual,Desktop,Facebook,India
1371,2025-11-29,Casual,Android,Google,UK
1372,2026-05-21,Casual,iOS,Google,Australia
1373,2025-09-16,Power,Android,Google,Australia
1374,2025-09-05,Regular,Android,Facebook,India
1375,2025-08-11,Regular,Desktop,Organic,USA
1376,2025-10-06,Regular,iOS,Email,UK
1377,2025-10-29,Casual,Android,Google,India
1378,2026-04-24,Casual,iOS,Organic,USA
1379,2025-06-11,Casual,Android,Organic,Australia
1380,2025-07-16,Casual,iOS,Facebook,USA
1381,2025-12-13,Casual,Android,Google,Canada
1382,2025-07-10,Regular,Desktop,Organic,India
1383,2025-07-01,Casual,Android,Organic,UK
1384,2026-02-09,Regular,Android,Google,USA
1385,2025-08-28,Regular,Android,Google,Australia
1386,2025-09-09,Casual,Android,Email,USA
1387,2026-04-26,Power,iOS,Facebook,Australia
1388,2026-05-09,Casual,Android,Google,Canada
1389,2025-11-13,Regular,Android,Google,Australia
1390,2025-08-25,Casual,Android,Google,UK
1391,2025-11-05,Casual,Desktop,Facebook,Canada
1392,2025-12-27,Casual,Desktop,Email,USA
1393,2025-07-24,Casual,Desktop,Google,India
1394,2026-04-05,Casual,Android,Organic,Australia
1395,2025-12-19,Regular,Android,Google,UK
1396,2026-04-24,Regular,Android,Facebook,India
1397,2025-07-27,Regular,iOS,Organic,India
1398,2026-01-05,Regular,Android,Organic,Canada
1399,2025-07-10,Regular,Android,Google,USA
1400,2025-10-22,Casual,Android,Organic,India
1401,2026-01-11,Regular,Android,Google,UK
1402,2025-09-11,Power,Android,Facebook,Australia
1403,2025-09-10,Casual,Android,Google,Australia
1404,2025-07-10,Casual,Android,Facebook,Australia
1405,2025-07-11,Casual,Android,Organic,Canada
1406,2026-03-16,Regular,Android,Facebook,UK
1407,2025-08-13,Regular,Android,Google,India
1408,2025-09-19,Regular,Desktop,Organic,UK
1409,2025-06-06,Casual,iOS,Google,Canada
1410,2025-12-20,Regular,Android,Google,Canada
1411,2026-02-08,Regular,iOS,Google,USA
1412,2026-05-18,Power,Android,Google,UK
1413,2026-03-17,Casual,iOS,Organic,Australia
1414,2026-04-12,Casual,iOS,Google,Canada
1415,2025-08-01,Regular,Android,Facebook,Canada
1416,2025-07-11,Power,Android,Google,USA
1417,2025-09-01,Casual,Desktop,Google,Australia
1418,2025-09-23,Casual,Android,Facebook,Canada
1419,2026-01-13,Casual,iOS,Email,India
1420,2026-03-22,Casual,Android,Facebook,Australia
1421,2025-09-16,Casual,Desktop,Facebook,UK
1422,2025-10-06,Casual,iOS,Facebook,USA
1423,2026-05-01,Regular,Android,Organic,India
1424,2026-03-22,Power,iOS,Email,India
1425,2025-12-20,Casual,Android,Organic,UK
1426,2026-06-01,Casual,Android,Google,USA
1427,2025-10-31,Casual,Android,Google,Canada
1428,2025-12-07,Regular,Android,Google,USA
1429,2026-01-15,Casual,iOS,Email,Canada
1430,2026-03-27,Casual,Android,Organic,UK
1431,2026-03-06,Casual,Android,Facebook,UK
1432,2026-04-01,Power,Android,Google,India
1433,2025-11-20,Casual,Android,Facebook,India
1434,2025-08-24,Casual,Android,Email,India
1435,2026-04-24,Regular,iOS,Organic,UK
1436,2025-11-13,Casual,Android,Organic,Canada
1437,2025-06-27,Regular,iOS,Google,UK
1438,2026-04-12,Power,Android,Email,UK
1439,2025-07-08,Power,Android,Organic,India
1440,2025-06-06,Casual,Android,Facebook,USA
1441,2025-07-09,Casual,Desktop,Organic,India
1442,2025-08-24,Casual,Desktop,Email,USA
1443,2026-05-17,Casual,Desktop,Google,Canada
1444,2026-05-31,Regular,Android,Google,Canada
1445,2026-03-11,Casual,iOS,Google,Australia
1446,2025-08-22,Casual,iOS,Email,Australia
1447,2025-09-28,Casual,Android,Facebook,Australia
1448,2025-06-02,Casual,Desktop,Organic,Canada
1449,2025-08-20,Casual,Android,Organic,India
1450,2025-12-27,Casual,Desktop,Organic,India
1451,2025-11-24,Regular,iOS,Facebook,India
1452,2026-05-06,Power,Android,Organic,UK
1453,2025-12-28,Casual,iOS,Facebook,Australia
1454,2025-07-31,Casual,Android,Organic,India
1455,2026-02-12,Regular,Android,Google,Australia
1456,2025-07-12,Regular,Android,Facebook,Australia
1457,2026-04-09,Casual,Android,Google,UK
1458,2026-03-27,Casual,Android,Google,Canada
1459,2025-09-24,Casual,Android,Google,India
1460,2026-03-05,Regular,Android,Facebook,UK
1461,2025-09-08,Casual,Android,Facebook,Canada
1462,2026-03-05,Casual,Desktop,Facebook,Canada
1463,2025-09-18,Power,Android,Google,India
1464,2025-06-11,Casual,Android,Facebook,Australia
1465,2025-10-05,Regular,Android,Email,USA
1466,2025-08-20,Regular,Android,Google,Australia
1467,2026-01-27,Casual,Android,Google,Australia
1468,2026-01-31,Casual,Android,Google,USA
1469,2025-08-15,Power,iOS,Email,Canada
1470,2026-03-31,Casual,Android,Facebook,USA
1471,2026-02-13,Casual,Android,Organic,USA
1472,2025-10-03,Regular,Android,Facebook,UK
1473,2025-08-12,Casual,Android,Google,UK
1474,2026-04-30,Casual,Android,Email,UK
1475,2026-05-07,Casual,iOS,Google,Canada
1476,2025-07-11,Casual,Android,Google,USA
1477,2025-09-05,Casual,iOS,Organic,India
1478,2025-10-18,Casual,Android,Email,USA
1479,2025-12-17,Casual,Android,Google,Canada
1480,2025-08-20,Regular,Desktop,Google,UK
1481,2025-06-23,Regular,Desktop,Google,Canada
1482,2025-07-13,Casual,Android,Email,UK
1483,2026-02-17,Casual,iOS,Google,Canada
1484,2025-09-01,Regular,Android,Facebook,India
1485,2025-06-11,Regular,Desktop,Email,UK
1486,2026-03-20,Casual,iOS,Google,UK
1487,2026-04-29,Casual,Android,Facebook,USA
1488,2026-05-24,Casual,Desktop,Google,Canada
1489,2025-11-04,Regular,Android,Google,Australia
1490,2025-11-10,Casual,Desktop,Email,Australia
1491,2025-06-23,Power,Desktop,Google,USA
1492,2025-09-20,Casual,iOS,Facebook,Canada
1493,2025-09-17,Casual,Android,Facebook,India
1494,2025-10-09,Casual,Android,Facebook,USA
1495,2025-12-15,Casual,iOS,Google,UK
1496,2026-04-25,Regular,Android,Google,India
1497,2026-02-28,Regular,iOS,Google,Canada
1498,2025-09-03,Regular,iOS,Organic,UK
1499,2026-05-21,Regular,iOS,Facebook,Australia
1500,2026-05-20,Casual,Android,Facebook,Canada
1501,2026-01-08,Casual,Android,Google,UK
1502,2026-01-21,Casual,Android,Google,Canada
1503,2025-12-25,Regular,Android,Facebook,UK
1504,2026-04-17,Power,Android,Facebook,Canada
1505,2026-01-17,Casual,iOS,Facebook,Australia
1506,2025-08-25,Casual,Android,Email,USA
1507,2025-07-17,Casual,Android,Email,UK
1508,2025-07-04,Casual,Desktop,Facebook,UK
1509,2025-10-23,Regular,Android,Organic,Australia
1510,2026-05-14,Power,iOS,Google,USA
1511,2025-08-01,Casual,Android,Google,Canada
1512,2025-12-11,Casual,iOS,Facebook,UK
1513,2026-04-30,Casual,iOS,Google,USA
1514,2026-01-15,Casual,Android,Facebook,Canada
1515,2026-04-09,Casual,Android,Facebook,UK
1516,2025-07-05,Regular,Android,Organic,UK
1517,2026-02-04,Regular,iOS,Email,Canada
1518,2026-01-15,Casual,Android,Email,Australia
1519,2025-07-16,Casual,iOS,Organic,USA
1520,2025-10-01,Regular,Desktop,Email,UK
1521,2025-12-11,Regular,Android,Email,Canada
1522,2025-08-15,Casual,Android,Email,UK
1523,2025-09-22,Casual,Android,Google,Canada
1524,2026-03-08,Regular,Android,Organic,UK
1525,2026-05-06,Casual,iOS,Organic,India
1526,2025-07-06,Casual,Android,Google,Australia
1527,2025-12-27,Power,iOS,Email,USA
1528,2026-04-25,Casual,iOS,Organic,Australia
1529,2025-06-19,Regular,Desktop,Google,Australia
1530,2026-02-17,Casual,iOS,Organic,USA
1531,2025-06-12,Casual,Android,Facebook,Australia
1532,2025-11-26,Casual,Android,Organic,India
1533,2025-10-16,Regular,Android,Facebook,Canada
1534,2025-07-16,Casual,Android,Organic,USA
1535,2025-08-17,Power,Android,Organic,Canada
1536,2026-05-28,Regular,Desktop,Google,UK
1537,2026-02-26,Power,Android,Google,India
1538,2025-07-23,Casual,Android,Google,Canada
1539,2026-03-06,Casual,Android,Organic,Canada
1540,2025-11-23,Regular,Android,Email,USA
1541,2026-01-08,Regular,iOS,Google,UK
1542,2025-12-06,Regular,Desktop,Organic,USA
1543,2025-12-04,Casual,Android,Organic,UK
1544,2026-01-18,Casual,Android,Google,USA
1545,2025-11-20,Regular,Desktop,Google,Canada
1546,2025-10-30,Power,Android,Organic,Canada
1547,2025-10-02,Regular,Desktop,Email,India
1548,2025-11-09,Casual,Desktop,Google,Canada
1549,2026-04-01,Regular,iOS,Organic,Australia
1550,2025-06-18,Casual,Desktop,Google,Canada
1551,2026-03-19,Casual,iOS,Facebook,Australia
1552,2025-09-09,Regular,Android,Google,Canada
1553,2026-05-06,Regular,Android,Google,Australia
1554,2026-04-07,Regular,Android,Organic,Australia
1555,2026-01-29,Casual,Desktop,Organic,Canada
1556,2025-11-22,Regular,Android,Organic,Australia
1557,2026-01-27,Regular,iOS,Google,India
1558,2025-12-30,Regular,iOS,Google,UK
1559,2025-09-20,Casual,Desktop,Google,Australia
1560,2026-02-09,Power,iOS,Organic,Australia
1561,2025-09-06,Casual,Android,Email,India
1562,2026-05-28,Casual,iOS,Google,India
1563,2026-03-10,Casual,Android,Facebook,USA
1564,2026-04-05,Power,Android,Google,UK
1565,2025-11-01,Casual,Android,Facebook,USA
1566,2025-06-23,Regular,Android,Facebook,Australia
1567,2025-08-07,Casual,Desktop,Google,India
1568,2026-03-28,Casual,iOS,Facebook,Australia
1569,2025-09-21,Casual,Android,Organic,Canada
1570,2025-08-04,Casual,Desktop,Organic,UK
1571,2025-09-10,Casual,Android,Google,Canada
1572,2025-07-29,Regular,Android,Google,India
1573,2026-05-22,Casual,Desktop,Facebook,India
1574,2026-05-28,Power,Android,Google,India
1575,2026-01-30,Casual,Android,Google,UK
1576,2026-02-14,Casual,Desktop,Organic,USA
1577,2026-04-14,Regular,Android,Google,Australia
1578,2026-01-21,Casual,iOS,Email,Australia
1579,2025-09-20,Casual,Android,Facebook,Australia
1580,2026-03-18,Casual,Android,Organic,Australia
1581,2026-01-26,Regular,Android,Google,Australia
1582,2025-07-05,Power,Android,Google,USA
1583,2026-01-31,Casual,Android,Google,Canada
1584,2025-07-18,Regular,Android,Facebook,UK
1585,2026-05-07,Regular,Android,Email,Canada
1586,2026-04-23,Regular,Android,Organic,Canada
1587,2025-12-27,Casual,Desktop,Facebook,Australia
1588,2025-12-26,Power,iOS,Google,Australia
1589,2025-07-28,Casual,Desktop,Email,USA
1590,2025-10-31,Casual,iOS,Google,UK
1591,2026-04-05,Casual,Android,Google,India
1592,2025-07-25,Regular,Android,Organic,Canada
1593,2025-12-01,Casual,Android,Google,India
1594,2026-02-07,Casual,Android,Google,UK
1595,2026-02-02,Casual,Android,Facebook,Canada
1596,2025-11-28,Casual,Desktop,Email,India
1597,2026-01-04,Casual,Android,Google,India
1598,2026-04-15,Power,Android,Google,USA
1599,2025-08-24,Casual,Android,Google,UK
1600,2026-01-18,Regular,Android,Organic,UK
1601,2025-06-14,Casual,Android,Email,UK
1602,2025-07-08,Casual,Desktop,Facebook,Canada
1603,2025-10-30,Casual,Desktop,Google,USA
1604,2026-01-10,Regular,Android,Email,Australia
1605,2025-08-06,Casual,Android,Organic,Canada
1606,2026-02-02,Power,Desktop,Organic,UK
1607,2026-04-16,Regular,Android,Google,Canada
1608,2025-12-10,Casual,Android,Google,India
1609,2025-11-07,Casual,Android,Organic,Canada
1610,2025-09-21,Casual,Android,Facebook,Canada
1611,2025-11-12,Regular,iOS,Organic,UK
1612,2025-10-13,Casual,Android,Google,India
1613,2025-11-26,Casual,Android,Google,UK
1614,2026-05-09,Casual,Desktop,Email,India
1615,2025-10-26,Casual,Android,Google,India
1616,2025-07-15,Casual,Desktop,Google,India
1617,2026-04-26,Regular,Android,Email,UK
1618,2025-06-11,Casual,iOS,Google,India
1619,2025-06-13,Regular,Android,Google,USA
1620,2026-03-15,Power,Desktop,Email,USA
1621,2026-03-22,Regular,Desktop,Google,Australia
1622,2026-03-16,Casual,Android,Organic,USA
1623,2026-05-19,Casual,Android,Facebook,Australia
1624,2026-04-26,Regular,Android,Google,USA
1625,2026-01-03,Casual,Android,Google,UK
1626,2026-04-08,Regular,iOS,Organic,Australia
1627,2025-06-21,Casual,Desktop,Google,Canada
1628,2025-06-27,Casual,Desktop,Google,Canada
1629,2025-12-22,Casual,Desktop,Google,USA
1630,2025-12-18,Regular,Android,Organic,Canada
1631,2025-10-24,Casual,Android,Organic,USA
1632,2026-03-03,Casual,Android,Google,USA
1633,2025-11-30,Casual,Android,Google,Canada
1634,2026-03-05,Power,Android,Facebook,Canada
1635,2026-05-29,Casual,Android,Email,India
1636,2026-01-20,Casual,Desktop,Google,Australia
1637,2025-07-18,Regular,Android,Email,USA
1638,2025-12-28,Casual,Android,Google,Canada
1639,2025-08-28,Casual,Desktop,Google,Australia
1640,2025-08-29,Casual,iOS,Google,Canada
1641,2025-11-30,Power,iOS,Facebook,Canada
1642,2026-01-19,Regular,Android,Google,India
